screen_name_binary,name_binary,description_binary,status_binary,verified,followers_count,friends_count,statuses_count,listed_count_binary,bot
False,False,False,False,False,66,1801,30,True,1
True,True,True,True,False,148,0,12083,True,1
False,False,False,False,False,2047969,102396,67905,True,1
False,False,False,True,False,326,947,13,True,1
False,False,False,False,False,2,353,30,True,1
False,False,False,False,False,15,134,3,True,1
False,False,False,False,False,445,4997,83,True,1
True,True,True,False,False,369,1,318279,True,1
False,False,False,True,False,8392,30,5730,True,1
False,False,True,False,False,20723,3,663,True,1
False,False,False,False,False,0,30,0,True,1
False,False,True,False,False,2800,3049,17985,True,1
True,False,False,True,False,939,0,626,True,1
True,True,True,False,False,4896,8,57640,True,1
True,True,False,False,False,1,331,29,True,1
True,True,True,False,False,500,0,5719,True,1
True,True,True,False,False,139,43,6345,True,1
True,False,False,True,False,5,0,424,True,1
False,False,True,False,False,1,498,102,True,1
False,False,True,True,False,30,0,11572,True,1
True,True,True,True,False,207,5,728,True,1
True,False,True,True,False,45,0,81,True,1
False,False,False,False,False,190,187,11079,True,1
False,False,False,False,False,38,113,1,True,1
True,True,False,True,False,197,0,684818,True,1
False,False,False,False,False,3,659,169,True,1
True,False,False,True,False,598,1,9684,True,1
False,False,False,False,True,88195,82994,1933,True,1
False,False,False,False,False,132,0,14516,True,1
False,False,False,False,False,2,25,88,True,1
False,False,False,False,False,187,4271,165,True,1
True,True,False,False,False,8,5,27,True,1
False,False,True,False,False,879,1,1217604,True,1
False,False,True,True,False,12,0,8637,True,1
False,False,False,True,False,9,25,385,True,1
False,False,False,True,False,6,36,151,True,1
False,False,True,False,False,0,32,82,True,1
False,False,False,False,False,1,337,30,True,1
True,False,True,True,False,211,1,46816,True,1
True,True,True,True,False,113,0,25120,True,1
False,False,False,False,False,0,235,14,True,1
True,True,True,True,False,1810,1,35024,True,1
False,False,False,False,False,58,0,7839,True,1
False,False,True,False,False,86,28,211,True,1
False,True,False,False,False,17,4,228,True,1
True,False,False,False,False,14,593,4,True,1
False,False,False,False,False,12,742,175,True,1
False,False,False,False,False,35,2118,570,True,1
False,False,False,False,False,5,69,0,True,1
False,True,True,True,False,86,433,26,True,1
False,False,True,False,False,29,10,5197,True,1
True,True,True,True,False,1254,2,335950,True,1
True,False,False,True,False,36,0,467,True,1
True,False,True,True,False,252,6,236,True,1
False,False,False,False,False,2,52,128,True,1
True,True,False,False,False,0,308,24,True,1
False,False,True,False,False,52,1,15085,True,1
False,False,False,False,False,0,30,0,True,1
False,False,False,False,False,39,0,9729,True,1
False,False,False,False,False,1421,2157,169,True,1
False,False,True,False,False,1701,1,3105,True,1
False,False,False,False,False,0,20,0,True,1
False,False,True,False,False,17,0,1859,True,1
False,False,True,True,False,82,1,2087,True,1
False,False,False,False,False,1,398,61,True,1
True,False,False,True,False,10,168,4,True,1
False,False,False,False,False,69,1193,10,True,1
False,False,False,False,False,4,140,1,True,1
False,False,False,False,False,21,1880,454,True,1
True,True,False,True,False,292,0,40166,True,1
True,False,True,True,False,4419,1,10626,True,1
False,False,False,False,False,0,18,0,True,1
True,True,True,True,False,1786,2525,136932,True,1
False,False,False,False,False,148,1,178,True,1
False,False,True,False,False,286,0,94599,True,1
True,True,False,True,False,85,0,205,True,1
False,False,True,True,False,276,264,83013,True,1
True,True,False,False,False,206,124,4,True,1
False,False,True,False,False,81,1,2459,True,1
True,True,True,True,False,74704,1,49429,True,1
True,True,True,True,False,212,2,8468,True,1
False,False,False,False,False,116,1,4659,True,1
False,False,True,False,False,371,1,3849,True,1
False,False,False,True,False,12,1053,2,True,1
False,False,True,False,False,156,2,7075,True,1
False,False,False,False,False,17,0,0,True,1
False,False,True,True,False,2482,1,5597,True,1
True,False,True,True,False,50,0,1557,True,1
True,True,True,True,False,404,621,1169,True,1
True,True,True,True,False,175,2,8843,True,1
False,False,False,False,False,0,70,0,True,1
True,True,False,True,False,5,0,4472,True,1
True,True,True,False,False,662,0,56625,True,1
True,True,False,False,False,4,492,76,True,1
False,False,False,False,False,7,31,69,True,1
False,False,False,False,False,11,1983,397,True,1
False,False,False,False,False,152,374,1044,True,1
False,False,False,False,False,3,29,1,True,1
False,False,True,True,False,1264,1288,24133,True,1
False,False,True,False,False,128,1,3533,True,1
False,False,False,False,False,0,26,65,True,1
False,True,False,True,False,46,20,516,True,1
True,False,False,True,False,684,68,9645,True,1
True,False,True,False,False,7,0,104,True,1
False,False,False,False,False,20,300,1,True,1
False,False,True,False,False,3745,0,3063,True,1
False,False,True,False,False,35906,35744,3027,True,1
True,True,True,False,False,78,2,677,True,1
False,False,False,False,False,68,0,2407,True,1
False,False,False,False,False,51,2,18514,True,1
False,False,False,False,False,12349,5,20547,True,1
False,False,False,True,False,65,220,24,True,1
False,False,False,False,False,4,70,1,True,1
False,True,True,False,False,627,10,1634,True,1
False,False,True,False,False,83,6,13849,True,1
False,False,False,False,False,4,537,103,True,1
False,False,True,False,False,864,5,23022,True,1
False,True,True,True,False,4937,5,1641,True,1
True,False,True,False,False,307,4,2060,True,1
False,True,False,True,False,242,1,69791,True,1
False,False,False,False,False,777,4732,0,True,1
False,False,True,True,False,10,0,5205,True,1
False,True,True,True,False,43,0,2507,True,1
False,False,False,False,False,3246,2757,69884,True,1
False,True,False,False,False,0,0,1,True,1
True,True,True,True,False,107,1,16414,True,1
True,True,False,True,False,299,42,26508,True,1
False,False,False,False,False,17,1903,366,True,1
False,False,False,False,False,22,201,8,True,1
False,False,False,False,False,33,1,1029,True,1
True,False,True,True,False,12415,402,5986,True,1
False,False,True,True,False,99348,3,428,True,1
False,False,True,True,False,27481,1,42940,True,1
True,True,True,False,False,305,29,162,True,1
False,True,True,False,False,98,48,2830,True,1
False,False,False,True,False,514,0,7455,True,1
False,False,False,False,False,495,1,4756,True,1
False,False,False,False,False,275,252,755,True,1
False,False,False,False,False,0,15,0,True,1
False,False,False,True,False,0,33,83,True,1
False,False,False,True,False,3,63,1,True,1
False,False,False,False,False,4,102,1,True,1
False,False,False,False,False,1,367,37,True,1
False,False,False,False,False,337,2,7870,True,1
True,True,True,True,False,1599,3,18100,True,1
False,False,False,False,False,26,4,3799,True,1
True,True,True,True,False,10250,10378,262067,True,1
False,False,False,False,False,43869,4786,120082,True,1
False,False,False,False,False,4,28,2,True,1
False,False,False,True,False,2,41,1,True,1
False,False,True,False,False,0,264,51,True,1
False,False,True,True,False,21,0,65,True,1
False,False,True,False,False,483883,0,62634,True,1
False,False,False,False,False,461,873,126,True,1
False,False,False,False,False,4,32,29,True,1
False,False,False,False,False,0,14,95,True,1
True,True,False,False,False,788,0,2358,True,1
False,False,False,False,False,1,319,25,True,1
False,False,False,False,False,2,101,7,True,1
True,True,True,True,False,15,3,401,True,1
True,False,True,True,False,1645,1893,5024,True,1
True,False,True,False,False,6,0,11,True,1
False,False,True,False,False,337,2,28941,True,1
True,False,False,True,False,67,0,144,True,1
False,False,False,False,False,743,14,21164,True,1
False,False,False,True,False,179,1,1149,True,1
True,True,False,True,False,33,38,17,True,1
True,True,True,True,False,332,242,366,True,1
True,True,False,True,False,61,0,81,True,1
False,False,False,False,False,2,341,44,True,1
False,False,True,False,False,347,147,10042,True,1
False,False,False,False,False,4,24,0,True,1
True,True,True,True,False,113,1,776,True,1
False,False,False,False,False,5,93,1,True,1
True,False,True,True,False,98,45,223659,True,1
True,True,False,True,False,47,65,3,True,1
False,False,True,False,False,49,2,323,True,1
False,False,False,False,False,1,38,97,True,1
False,False,False,True,False,10832,2673,34971,True,1
False,False,False,False,False,0,26,23,True,1
False,True,False,True,False,168,224,7028,True,1
False,False,True,True,False,133554,95060,40763,True,1
True,False,False,True,False,102,1,266,True,1
False,False,False,False,False,4369,0,1542,True,1
True,True,True,True,False,970,1,2023,True,1
False,False,False,False,False,13,0,1947,True,1
False,False,True,False,True,104938,1064,18504,True,1
True,False,False,True,False,481,0,6391,True,1
False,True,False,True,False,712,3,24996,True,1
False,False,False,True,False,23,121,16,True,1
False,False,False,False,False,32,1582,4,True,1
False,False,True,True,False,132,1,503,True,1
False,False,False,False,False,6212,6397,206723,True,1
False,False,True,False,False,2807,1,1470,True,1
True,True,True,True,False,2339,1,3625,True,1
True,True,True,False,False,6645,1,8416,True,1
True,True,True,True,False,2271,3,15514,True,1
True,True,True,False,False,261,0,3410,True,1
True,True,False,True,False,93,1,29804,True,1
False,False,False,False,False,2,31,1,True,1
False,False,False,False,False,38,835,4,True,1
False,False,True,False,False,5280,6,17341,True,1
False,False,False,False,False,11,205,0,True,1
True,True,True,True,False,111,0,1719,True,1
False,False,False,False,False,5,389,0,True,1
False,False,False,False,False,7,40,113,True,1
True,True,True,False,False,9,0,130,True,1
False,False,False,False,False,5,603,166,True,1
False,False,True,False,False,78,0,692,True,1
True,True,True,True,False,38529,6,10857,True,1
True,True,True,False,False,741,3,1125,True,1
False,False,True,False,False,2,116,8,True,1
False,False,True,True,False,1219,87,2200,True,1
False,False,False,False,False,1,9,1,True,1
False,False,True,True,False,181,1,60475,True,1
True,True,False,True,False,7,0,1381,True,1
False,False,True,False,False,62,1,1760,True,1
True,True,False,True,False,312,2,856,True,1
False,False,True,True,False,274,1728,11,True,1
True,False,True,True,False,154,2,658,True,1
False,False,False,False,False,703,32,2755,True,1
False,False,False,False,False,1553,2038,31437,True,1
False,False,False,False,False,51,1832,636,True,1
False,False,False,False,False,0,260,19,True,1
True,False,False,True,False,74,2,608,True,1
False,False,True,False,False,207,8,5591,True,1
True,False,False,True,False,69,4,171,True,1
True,False,False,True,False,52,2,7996,True,1
True,False,False,True,False,69,12,175,True,1
False,False,False,True,False,567,0,16733,True,1
False,False,True,False,False,912,2,3528,True,1
False,False,True,True,False,29,52,58,True,1
False,False,True,False,False,35,0,2050,True,1
False,False,False,False,False,364,0,25220,True,1
False,False,False,False,False,40,0,1868,True,1
False,False,True,True,False,828,13,19596,True,1
False,False,False,False,False,61,150,130,True,1
True,True,True,True,False,273,0,7507,True,1
False,True,True,True,False,216,1,1725,True,1
True,True,False,False,False,15,159,525,True,1
True,True,True,True,False,342,0,22070,True,1
False,False,False,False,False,60,1,9249,True,1
True,True,True,True,False,447,1,21892,True,1
False,False,False,False,False,9301,1830,13454,True,1
True,True,True,True,False,97,0,34097,True,1
False,False,False,True,False,13049,0,260879,True,1
True,False,True,False,False,152,141,2281,True,1
True,True,True,True,False,501,1,2146,True,1
False,False,True,True,False,6776,4,3753,True,1
True,False,True,True,False,14,0,129,True,1
True,True,True,False,False,1396,2,5126,True,1
False,False,False,True,False,473,5,1814,True,1
False,False,False,False,False,6,124,0,True,1
False,False,False,False,False,5,474,81,True,1
False,False,False,False,False,2,51,0,True,1
True,True,True,True,False,43,1,3846,True,1
True,True,True,True,False,798,1,2539,True,1
False,True,False,True,False,2923,1,652,True,1
True,True,True,True,False,400,287,27635,True,1
False,False,True,True,False,9212,2,8996,True,1
False,False,True,False,False,1,336,33,True,1
True,True,True,True,False,169,18,4,True,1
False,False,True,False,False,86,0,22951,True,1
False,False,False,False,False,4159,5001,51,True,1
True,True,True,True,False,316,1981,42565,True,1
True,False,True,True,False,70,0,16312,True,1
True,True,True,False,False,66,2,5647,True,1
False,False,False,False,False,79,1,3615,True,1
False,False,True,False,False,52957,710,379275,True,1
False,False,False,False,False,6,43,2,True,1
False,False,False,False,False,258,2883,5401,True,1
False,False,False,False,False,2,685,204,True,1
False,False,False,False,False,127,1,2836,True,1
False,False,False,True,False,38,69,2957,True,1
False,False,False,True,False,248,231,71111,True,1
True,True,True,True,False,20,0,84,True,1
False,False,True,True,False,1787,1,27932,True,1
True,True,True,True,False,110,0,4185,True,1
False,False,False,False,False,1,32,93,True,1
False,False,True,False,False,602,830,93873,True,1
False,False,False,True,False,2,21,1,True,1
True,True,False,True,False,297,0,330,True,1
True,True,True,True,False,280,310,11307,True,1
False,False,True,True,False,620,2,40633,True,1
False,True,True,False,False,256,639,1250,True,1
True,True,True,True,False,114,205,136271,True,1
False,False,False,True,False,114,243,4385,True,1
False,False,False,False,False,1536,1894,3545,True,1
False,False,True,False,False,66,3716,0,True,1
True,True,True,True,False,183,1,3511,True,1
False,False,True,False,False,3,0,5236,True,1
False,False,True,True,False,693,0,12910,True,1
False,False,True,True,False,17289,8538,772559,True,1
True,True,True,True,False,990,7,35869,True,1
True,True,True,True,False,436,1,25646,True,1
True,True,True,False,False,81,39,1752,True,1
False,False,True,False,False,515,1,1271,True,1
True,False,True,True,False,142,24,723,True,1
False,False,False,True,False,0,35,44,True,1
False,False,False,False,False,12,2004,333,True,1
False,False,False,False,False,491,4970,118,True,1
False,False,True,False,False,56,1,7118,True,1
False,False,False,False,False,0,99,0,True,1
False,False,True,True,False,15,1,170,True,1
True,True,False,True,False,90,3,6585,True,1
False,False,False,False,False,6,157,0,True,1
False,False,False,False,False,4,30,3,True,1
False,False,False,False,False,41381,42166,1617,True,1
True,True,True,False,False,63,1,2078,True,1
False,False,False,False,False,0,28,0,True,1
False,False,True,False,False,175,1,13142,True,1
False,False,False,False,False,0,353,67,True,1
False,False,True,False,False,5558,6032,1877,True,1
False,False,False,False,False,500,726,22712,True,1
False,False,False,False,False,6,662,211,True,1
True,True,False,False,False,56836,1,6863363,True,1
True,True,True,False,False,27004,21,3979,True,1
False,False,False,False,False,352,0,11068,True,1
False,False,True,False,False,735,1,45914,True,1
True,False,True,False,False,43721,165,938563,True,1
True,True,True,True,False,7203,1,3235,True,1
False,False,False,False,False,1,29,1,True,1
False,False,False,False,False,7,644,214,True,1
True,True,True,True,False,231,2,17500,True,1
True,True,False,True,False,2003,0,39446,True,1
True,True,True,True,False,347,4,42526,True,1
False,False,False,True,False,10,100,1,True,1
False,False,False,False,True,87216,15228,717,True,1
False,False,False,True,False,59,0,1343,True,1
False,True,True,True,False,3437,2,4356,True,1
False,False,True,True,False,760,1,4193,True,1
False,False,False,False,False,136,2,5684,True,1
True,True,False,False,False,27,326,472,True,1
False,False,False,False,False,5,662,208,True,1
False,False,False,False,False,5,187,1,True,1
False,False,False,False,False,0,292,31,True,1
False,False,False,False,False,0,260,15,True,1
True,False,False,False,False,84,14,238,True,1
True,False,True,True,False,16,1,3222,True,1
True,True,True,True,False,11,2,5464,True,1
False,False,True,False,False,64,0,3947,True,1
False,False,False,True,False,20,96,1,True,1
False,False,False,False,False,10,728,174,True,1
False,False,False,False,False,1,3,1,True,1
False,False,False,False,False,25,95,2722,True,1
False,False,False,False,False,0,39,0,True,1
True,False,False,False,False,33,2272,362,True,1
True,True,True,False,False,7230,947,75122,True,1
False,False,True,False,False,1692,1,1575,True,1
False,False,False,False,False,4,704,198,True,1
False,False,False,False,False,67,242,470,True,1
False,False,True,False,False,1444,17,54742,True,1
False,False,False,False,False,40,0,5052,True,1
False,False,False,False,False,2,337,25,True,1
False,False,True,False,False,1307,1,2285,True,1
False,True,True,True,False,159,474,562,True,1
False,False,True,False,False,50,0,1462,True,1
True,True,True,True,False,129,1,2341,True,1
True,False,True,False,False,216,12,2535,True,1
False,False,False,False,False,2,287,17,True,1
False,False,False,False,False,0,276,42,True,1
False,False,False,False,False,7,33,3,True,1
True,True,True,False,False,475,0,17299,True,1
False,False,False,False,False,0,7,1,True,1
True,True,True,True,False,8372,4,2455,True,1
False,False,False,False,False,21,1921,322,True,1
True,True,False,True,False,366,0,19686,True,1
False,False,False,True,False,2101,1693,2175,True,1
True,True,False,True,False,12090,12774,49305,True,1
True,True,True,False,False,10,0,289,True,1
True,True,True,True,False,3621,250,5479,True,1
False,False,False,False,False,10,164,66,True,1
False,True,True,True,False,26040,729,87219,True,1
False,False,False,False,False,8,0,764,True,1
False,False,True,True,False,62,4,23134,True,1
False,False,False,False,False,1802,1,5034,True,1
True,True,True,False,False,1609,0,1670,True,1
False,False,False,False,False,0,111,1,True,1
False,False,False,False,False,3,0,1208,True,1
False,False,True,True,False,60674,1,12130,True,1
False,False,True,True,False,0,44,69,True,1
False,True,True,True,False,2838,6,11889,True,1
False,False,True,False,False,1811,15,29998,True,1
True,False,False,True,False,1157,0,54289,True,1
False,False,True,False,False,4391,0,8732,True,1
False,False,False,False,False,8,766,208,True,1
False,False,False,False,False,49,277,7,True,1
False,False,True,False,False,1727,46,28918,True,1
False,False,True,False,False,0,25,86,True,1
False,False,False,False,False,1,41,126,True,1
False,False,False,False,False,50196,48860,81267,True,1
False,False,False,False,False,314,0,2978,True,1
False,False,False,False,False,5,73,0,True,1
False,False,True,False,False,660,3,4529,True,1
False,False,False,False,False,0,39,0,True,1
True,True,True,True,False,64,0,180,True,1
False,False,False,False,False,185,1,573,True,1
False,False,False,False,False,3,201,1,True,1
True,True,False,False,False,571,6,72830,True,1
False,False,False,False,False,0,21,0,True,1
False,False,True,True,False,33,1,4032,True,1
False,False,False,False,False,0,327,31,True,1
False,False,False,False,False,11,820,587,True,1
True,True,False,False,False,1087,1,1947,True,1
False,False,False,False,False,1,328,26,True,1
False,False,True,False,False,26,1949,386,True,1
False,False,False,False,False,29879,108,50659,True,1
False,False,True,False,False,1,496,108,True,1
False,False,True,False,False,206,2,18817,True,1
False,False,False,False,False,1323,1538,912,True,1
True,True,True,False,False,546,96,2639,True,1
False,False,True,False,False,1120,1168,1556,True,1
False,False,True,False,False,7812,5,4464,True,1
False,False,False,False,False,1040,0,2633,True,1
False,False,False,False,False,0,256,11,True,1
False,False,False,False,False,0,28,145,True,1
True,True,False,False,False,8,0,2115,True,1
False,False,True,True,False,0,25,69,True,1
False,False,True,True,False,60,258,93,True,1
True,True,True,False,False,82,83,653,True,1
False,False,False,True,False,12,2,7086,True,1
False,False,False,False,False,62,973,1,True,1
True,True,True,True,False,1047,1,3661,True,1
True,False,True,True,False,85,1,24631,True,1
False,False,False,False,False,23,1863,374,True,1
True,True,True,True,False,320,4,5570,True,1
True,False,True,True,False,27264,3516,508835,True,1
False,False,False,False,False,16,1859,336,True,1
False,False,False,True,False,2,41,119,True,1
False,False,False,False,False,4547,2,59621,True,1
False,False,False,False,False,1,38,89,True,1
False,True,True,True,False,31,0,975,True,1
False,False,True,False,False,170,3,22899,True,1
True,True,True,True,False,23,0,2584,True,1
False,True,False,True,False,74,744,14,True,1
False,False,False,False,False,372,2105,12,True,1
True,True,True,True,False,71727,34,109163,True,1
False,False,True,False,False,36,1,1025,True,1
True,False,True,True,False,13,3,79,True,1
False,False,False,False,False,861,2,6567,True,1
False,False,False,False,False,0,337,37,True,1
True,True,True,True,False,98,2,3621,True,1
False,False,False,False,False,8,674,176,True,1
True,True,True,False,False,300,1,777,True,1
False,False,True,True,False,75,48,2080,True,1
True,True,True,True,False,22,1,3868,True,1
False,False,False,False,False,61,0,148294,True,1
False,False,True,False,False,155,0,9286,True,1
False,False,True,True,False,7872,2,72176,True,1
False,False,False,True,False,656,9,3306,True,1
False,False,True,False,False,540,2,745,True,1
True,True,False,False,False,8,1,0,True,1
True,True,True,False,False,183,3,31,True,1
True,True,True,False,False,77,39,2828,True,1
True,False,False,False,False,7,2,2296,True,1
False,True,True,True,False,1533,1714,19176,True,1
False,False,True,False,False,378,4,11085,True,1
False,True,True,True,False,55,0,10002,True,1
False,False,False,False,True,362770,355287,3042,True,1
False,False,False,False,False,32,17,173,True,1
False,False,True,False,False,7,1,246,True,1
False,False,False,False,False,20,1883,374,True,1
False,False,True,False,False,1104,136,483,True,1
True,True,False,True,False,290,1,1196,True,1
False,True,True,True,False,236,0,2821,True,1
False,False,False,False,False,1,341,31,True,1
True,True,True,True,False,1854,8,127238,True,1
False,False,False,False,False,35,206,4,True,1
True,True,False,False,False,6,2,6609,True,1
False,False,True,False,False,388,13,21390,True,1
True,False,True,True,False,18,0,1262,True,1
False,False,False,False,False,6,635,251,True,1
False,False,True,False,False,0,350,35,True,1
False,True,False,False,False,74,0,9057,True,1
True,True,False,True,False,7,0,2192,True,1
False,False,False,False,False,2,1,63519,True,1
False,False,False,False,False,1242,4610,8743,True,1
False,False,False,False,False,18,334,42,True,1
True,True,True,False,False,60427,0,68521,True,1
False,False,True,True,False,9,1,95,True,1
True,True,False,False,False,1186,1774,85162,True,1
False,False,False,True,False,17,221,444,True,1
False,False,False,False,False,3,698,178,True,1
True,True,True,False,False,56,1,12245,True,1
False,False,True,False,False,67,0,120232,True,1
False,False,False,False,False,1,509,104,True,1
False,False,False,False,False,142,1,3555,True,1
False,False,False,False,False,3508,4053,7252,True,1
True,True,True,True,False,2235,0,23695,True,1
False,False,False,False,False,0,28,90,True,1
False,False,False,True,False,251,131,362,True,1
True,True,True,True,False,528,1,14915,True,1
True,True,True,True,False,247,12,13551,True,1
True,False,True,False,False,173,0,1188,True,1
False,False,False,False,False,15,1770,444,True,1
True,True,True,False,False,187,0,1577,True,1
True,True,True,True,False,396,1,3631,True,1
False,False,False,False,False,0,72,2,True,1
False,False,False,False,False,0,259,18,True,1
True,True,True,True,False,50,6,2001,True,1
False,False,False,False,False,2352,5001,32426,True,1
False,False,False,True,False,17,0,170,True,1
False,False,False,False,False,585,3479,212,True,1
False,False,False,False,False,0,26,70,True,1
False,False,False,True,False,9,213,1,True,1
False,False,True,False,False,343,1,5140,True,1
False,False,False,False,False,10,1,13148,True,1
True,True,True,False,False,300,1,4092,True,1
False,False,False,False,False,7,166,15,True,1
True,True,False,True,False,13681,3306,882734,True,1
False,False,False,False,False,1,333,31,True,1
False,False,True,True,False,1026,1,3456,True,1
True,True,False,True,False,1075,0,703,True,1
True,True,False,True,False,2048,5,25498,True,1
True,False,True,True,False,35,2,4571,True,1
False,True,True,False,False,107,541,650,True,1
True,True,False,True,False,449,0,998,True,1
True,True,True,False,False,799,1,11373,True,1
False,False,True,True,False,516,14,38073,True,1
True,False,False,True,False,576,39,52048,True,1
True,False,False,False,False,79,195,34,True,1
False,False,False,False,False,0,37,63,True,1
False,False,False,False,False,2,465,76,True,1
False,False,False,False,False,8,660,190,True,1
False,False,True,True,False,211,321,26,True,1
False,False,True,False,False,14,0,2653,True,1
True,False,True,True,False,2832,2,34306,True,1
False,False,False,False,False,2,492,79,True,1
False,False,False,False,False,113,28,3053,True,1
False,False,False,False,False,2,236,20,True,1
True,True,True,True,False,172,69,1065316,True,1
True,True,True,True,False,150,0,326,True,1
False,False,False,False,False,5,485,98,True,1
False,False,True,False,False,18,1,2585,True,1
False,False,True,False,False,90,0,21327,True,1
False,False,True,True,False,13,0,1805,True,1
False,False,False,False,False,3,28,96,True,1
True,True,True,False,False,159,0,904,True,1
False,False,True,False,False,80,98,375,True,1
False,False,True,True,False,38194,68,1393,True,1
False,False,True,True,False,110,1,6511,True,1
True,True,True,True,False,56,39,247223,True,1
False,False,False,False,False,1,253,26,True,1
True,True,True,False,False,49,12,831,True,1
True,True,False,True,False,145,0,153,True,1
True,True,False,False,False,566,122,33258,True,1
False,False,False,True,False,1353,76,21536,True,1
False,True,True,True,False,22,0,1212,True,1
False,False,True,False,False,4,668,172,True,1
False,False,False,True,False,4,343,1,True,1
False,False,False,False,False,331,890,11,True,1
False,False,False,False,False,0,2,1,True,1
True,True,True,True,False,281,0,1224,True,1
False,False,True,False,False,407,2,32573,True,1
False,False,False,False,False,6,341,73,True,1
False,False,True,False,False,195,1,5949,True,1
False,False,True,True,False,26,0,1317,True,1
False,True,True,True,False,1727,1030,1639,True,1
False,False,True,True,False,35,3,53057,True,1
False,False,False,False,False,21,2033,403,True,1
True,True,True,True,False,85,1,1000,True,1
False,False,True,True,False,10280,1,1592,True,1
False,False,True,False,False,13091,10734,53518,True,1
True,True,False,True,False,2896,2,113733,True,1
False,False,False,True,False,882,231,2826,True,1
True,True,True,True,False,1374,2102,114,True,1
False,False,False,False,False,318,4,128811,True,1
True,True,True,True,False,80,0,39803,True,1
True,True,True,False,False,182,0,3322,True,1
False,False,False,False,False,1,315,27,True,1
True,True,True,True,False,299,0,14332,True,1
True,False,True,True,False,372,0,2714,True,1
False,False,True,False,False,80,0,4854,True,1
False,False,False,False,False,3,314,56,True,1
False,False,False,False,False,2,276,23,True,1
False,True,False,True,False,1084,1368,10281,True,1
True,True,True,True,False,31,1,4911,True,1
True,True,True,False,False,1628,4,5155,True,1
True,False,True,True,False,1510,2126,207479,True,1
False,False,True,False,False,109901,85639,455,True,1
False,False,True,False,False,197,0,199,True,1
False,False,False,False,False,6465,5916,18513,True,1
False,False,False,False,False,3,114,1,True,1
False,False,True,False,False,88,29,178,True,1
False,False,False,False,False,32,1,2290,True,1
True,False,True,False,False,130,0,3190,True,1
False,False,False,True,False,2,334,27,True,1
False,False,True,True,False,6,3,253,True,1
False,False,False,False,False,276,540,3062,True,1
True,True,False,False,False,887,0,43512,True,1
True,True,True,False,False,47,45,1752,True,1
False,False,False,False,False,1,42,0,True,1
True,False,False,True,False,1461,197,23533,True,1
True,True,False,True,False,128,0,151,True,1
False,False,False,False,False,806,4924,19,True,1
False,False,False,False,False,0,14,0,True,1
True,True,True,True,False,41,0,300,True,1
False,True,True,False,False,5418,4307,45675,True,1
False,False,False,False,False,98866,108366,868,True,1
True,False,False,False,False,0,240,13,True,1
False,False,False,False,False,3,156,2,True,1
False,False,True,False,False,904,0,1123,True,1
True,True,True,True,False,35,54,114,True,1
False,False,False,False,False,282,2205,3,True,1
True,False,True,True,False,3588,0,18413,True,1
True,True,False,True,False,132,46,7346,True,1
False,False,False,True,False,3788,4466,297198,True,1
True,True,False,True,False,67,0,103,True,1
False,True,True,True,False,883,1,2574,True,1
True,True,True,True,False,3835,1,1432,True,1
True,True,True,True,False,410,0,7709,True,1
False,False,False,False,False,78,41,4249,True,1
False,False,False,True,False,235,192,7875,True,1
False,False,False,True,False,530,2,298,True,1
False,False,False,False,False,0,30,0,True,1
False,False,True,False,False,2845,4,16272,True,1
False,False,True,False,False,52,1,80,True,1
True,True,False,True,False,683,0,577,True,1
False,False,False,False,False,173,0,6893,True,1
False,False,False,False,False,83215,12,2063,True,1
False,False,False,False,False,6,17,1,True,1
True,True,True,True,False,10,2,5775,True,1
False,False,False,False,False,2,249,26,True,1
False,True,False,False,False,78,0,10130,True,1
False,False,False,False,False,82,0,4591,True,1
True,True,True,False,False,87,0,2905,True,1
False,False,False,False,False,3,21,0,True,1
True,True,True,False,False,11,0,52,True,1
True,True,True,True,False,260,0,25155,True,1
False,False,True,False,False,291,1,3223,True,1
True,True,True,True,False,159,6,5019,True,1
False,False,False,False,False,40,0,3921,True,1
False,True,True,True,False,1814,0,57061,True,1
False,False,True,False,False,0,280,31,True,1
False,False,False,False,False,0,9,0,True,1
False,False,False,False,False,806,85,1497,True,1
False,True,True,True,False,25,524,1,True,1
False,False,False,False,False,77,1,5057,True,1
False,False,True,False,False,140,0,16203,True,1
False,False,True,False,False,41,0,2397,True,1
True,True,True,True,False,1248,7,11708,True,1
False,False,False,False,False,662,3,29818,True,1
False,False,False,False,False,49,1,9820,True,1
False,False,False,True,False,0,35,83,True,1
False,False,False,False,False,1148,7,24607,True,1
False,False,False,False,False,2,85,11,True,1
True,True,True,True,False,19,23,2768,True,1
False,False,False,False,False,10057,7468,1459,True,1
False,False,False,True,False,1464,40,144584,True,1
False,False,True,True,False,490,1,927,True,1
True,True,True,True,False,93,0,5145,True,1
False,False,True,True,False,36,1,793,True,1
False,False,False,False,False,60,32,4365,True,1
True,False,True,False,False,214,0,9727,True,1
False,True,True,False,False,34,787,2,True,1
False,False,False,False,True,571310,76070,56077,True,0
False,False,False,False,True,292385,963,16688,True,0
False,False,False,False,False,1,7,3,True,0
False,False,False,False,True,222659,352,10999,True,0
False,False,False,False,False,646,446,25292,True,0
False,False,False,False,False,2,5,2,True,0
False,False,False,True,False,27,25,50,True,0
False,False,False,False,False,316,192,7329,True,0
False,False,False,True,True,211616,8617,2037,True,0
False,False,True,False,True,429604,600,497,True,0
False,False,False,False,False,106,153,1408,True,0
False,False,False,True,False,17118,385,3168,True,0
False,False,False,False,True,94714,43,1,True,0
